name,cpu,cpu_cores,cpu_threads,cpu_benchmark,ram,ram_gb,storage,storage_gb,nvme,bandwidth,location,country,country_code,price_monthly,currency,price_usd,url
AMD Ryzen 9 5900X 3.7GHz 12 cores,AMD Ryzen 9 5900X 3.7GHz 12 cores,12,24,,32 GB DDR4 ECC,32,2x 4 TB (SATA SoftRAID),8000,False,Unmetered @ 1 Gbps,"Roubaix, FR",France,FR,134,EUR,165.0,https://valebyte.com/en/servers/amd-ryzen-9-5900x-37ghz-12-cores-roubaix-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 5900X 3.7GHz 12 cores,AMD Ryzen 9 5900X 3.7GHz 12 cores,12,24,,32 GB DDR4 ECC,32,2x 4 TB (SATA SoftRAID),8000,False,Unmetered @ 1 Gbps,"Frankfurt, DE",Germany,DE,134,EUR,165.0,https://valebyte.com/en/servers/amd-ryzen-9-5900x-37ghz-12-cores-frankfurt-de-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7313P 3GHz 16 cores,AMD EPYC 7313P 3GHz 16 cores,16,32,,64 GB DDR4,64,2x 960 GB (SSD SATA),1920,False,30 TB @ 1 Gbps,"Montreal, CA",Canada,CA,134,EUR,165.0,https://valebyte.com/en/servers/amd-epyc-7313p-3ghz-16-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 5900X 3.7GHz 12 cores,AMD Ryzen 9 5900X 3.7GHz 12 cores,12,24,,32 GB DDR4 ECC,32,2x 4 TB (SATA SoftRAID),8000,False,Unmetered @ 1 Gbps,"Strasbourg, FR",France,FR,134,EUR,165.0,https://valebyte.com/en/servers/amd-ryzen-9-5900x-37ghz-12-cores-strasbourg-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 5900X 3.7GHz 12 cores,AMD Ryzen 9 5900X 3.7GHz 12 cores,12,24,,32 GB DDR4 ECC,32,2x 4 TB (SATA SoftRAID),8000,False,Unmetered @ 1 Gbps,"London, GB",London,,134,EUR,165.0,https://valebyte.com/en/servers/amd-ryzen-9-5900x-37ghz-12-cores-london-gb-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 5900X 3.7GHz 12 cores,AMD Ryzen 9 5900X 3.7GHz 12 cores,12,24,,32 GB DDR4 ECC,32,2x 4 TB (SATA SoftRAID),8000,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,134,EUR,165.0,https://valebyte.com/en/servers/amd-ryzen-9-5900x-37ghz-12-cores-warsaw-pl-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 5900X 3.7GHz 12 cores,AMD Ryzen 9 5900X 3.7GHz 12 cores,12,24,,32 GB DDR4 ECC,32,2x 4 TB (SATA SoftRAID),8000,False,Unmetered @ 1 Gbps,"Gravelines, FR",France,FR,134,EUR,165.0,https://valebyte.com/en/servers/amd-ryzen-9-5900x-37ghz-12-cores-gravelines-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 5900X 3.7GHz 12 cores,AMD Ryzen 9 5900X 3.7GHz 12 cores,12,24,,32 GB DDR4 ECC,32,2x 4 TB (SATA SoftRAID),8000,False,Unmetered @ 1 Gbps,"Beauharnois, CA",Canada,CA,134,EUR,165.0,https://valebyte.com/en/servers/amd-ryzen-9-5900x-37ghz-12-cores-beauharnois-ca-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 1410 v2,"Intel Xeon E5 1410 v2, 4C/8T @ 2.8GHz",4,8,,64 GB DDR3,64,2x953GB (SSD),1906,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,135,EUR,166.0,https://valebyte.com/en/servers/intel-xeon-e5-1410-v2-paris-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 1410 v2,"Intel Xeon E5 1410 v2, 4C/8T @ 2.8GHz",4,8,,64 GB DDR3,64,2x953GB (SSD),1906,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,135,EUR,166.0,https://valebyte.com/en/servers/scaleway-em-a315x-ssd-paris-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Silver 4110 2.1GHz 8 cores,[Dual] Intel Xeon Silver 4110 2.1GHz 8 cores,8,16,,64 GB DDR4,64,2x 2 TB (HDD SATA),4000,False,Unmetered @ 1 Gbps,"Dusseldorf, DE",Germany,DE,135,EUR,166.0,https://valebyte.com/en/servers/dual-intel-xeon-silver-4110-21ghz-8-cores-dusseldorf-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 1410 v2,"Intel Xeon E5 1410 v2, 4C/8T @ 2.8GHz",4,8,,64 GB DDR3,64,2x953GB (SSD),1906,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,135,EUR,166.0,https://valebyte.com/en/servers/intel-xeon-e5-1410-v2-warsaw-pl-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2286G 4GHz 6 cores,Intel Xeon E-2286G 4GHz 6 cores,8,16,,64 GB DDR4,64,2x 512 GB (SSD NVMe),1024,True,100 TB @ 1 Gbps,"Montreal, CA",Canada,CA,135,EUR,166.0,https://valebyte.com/en/servers/intel-xeon-e-2286g-4ghz-6-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 1410 v2,"Intel Xeon E5 1410 v2, 4C/8T @ 2.8GHz",4,8,,64 GB DDR3,64,2x953GB (SSD),1906,False,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,135,EUR,166.0,https://valebyte.com/en/servers/scaleway-em-a315x-ssd-amsterdam-nl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 1410 v2,"Intel Xeon E5 1410 v2, 4C/8T @ 2.8GHz",4,8,,64 GB DDR3,64,2x953GB (SSD),1906,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,135,EUR,166.0,https://valebyte.com/en/servers/scaleway-em-a315x-ssd-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 1650,"Intel Xeon E5 1650, 6C/12T @ 3.2GHz",6,12,,64 GB DDR3,64,2x953GB (SSD),1906,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,135,EUR,166.0,https://valebyte.com/en/servers/intel-xeon-e5-1650-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1230 v5 3GHz 4 cores,Intel Xeon E3-1230 v5 3GHz 4 cores,4,8,,8 GB DDR4,8,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Helsinki, FI",Finland,FI,136,EUR,167.0,https://valebyte.com/en/servers/intel-xeon-e3-1230-v5-3ghz-4-cores-helsinki-fi/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
E-2246G,E-2246G,6,12,,32GB,32,1 TB (SSD),1000,False,5TB @ 1 Gbps,"Seoul, KR",South Korea,KR,167,USD,167.0,https://valebyte.com/en/servers/e-2246g-seoul-kr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2620 or equivalent 2.00GHz 2x 12 cores,Intel Xeon E5 2620 or equivalent 2.00GHz 2x 12 cores,12,24,5295,192 GB DDR3,192,2 x 8 TB (HDD),16000,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,137,EUR,169.0,https://valebyte.com/en/servers/intel-xeon-e5-2620-or-equivalent-2-00ghz-2x-12-192gb-16000gb-paris-fr-e3610b/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2620 or equivalent 2.00GHz 2x 12 cores,Intel Xeon E5 2620 or equivalent 2.00GHz 2x 12 cores,12,24,5295,192 GB DDR3,192,2 x 1 TB (SSD),2000,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,137,EUR,169.0,https://valebyte.com/en/servers/intel-xeon-e5-2620-or-equivalent-2-00ghz-2x-12-192gb-2000gb-paris-fr-365c5e/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2620 or equivalent 2.00GHz 2x 12 cores,Intel Xeon E5 2620 or equivalent 2.00GHz 2x 12 cores,12,24,5295,192 GB DDR3,192,2 x 1 TB (SSD),2000,False,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,137,EUR,169.0,https://valebyte.com/en/servers/intel-xeon-e5-2620-or-equivalent-2-00ghz-2x-12-192gb-2000gb-amsterdam-nl-49952f/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2620 or equivalent 2.00GHz 2x 12 cores,Intel Xeon E5 2620 or equivalent 2.00GHz 2x 12 cores,12,24,5295,192 GB DDR3,192,2 x 1 TB (SSD),2000,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,137,EUR,169.0,https://valebyte.com/en/servers/intel-xeon-e5-2620-or-equivalent-2-00ghz-2x-12-192gb-2000gb-warsaw-pl-8fe9ea/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1230 v6 3.5GHz 4 cores,Intel Xeon E3-1230 v6 3.5GHz 4 cores,4,8,,32 GB DDR4,32,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Mumbai, IN",India,IN,138,EUR,170.0,https://valebyte.com/en/servers/intel-xeon-e3-1230-v6-35ghz-4-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1231 v3 3.4GHz 4 cores,Intel Xeon E3-1231 v3 3.4GHz 4 cores,4,8,,32 GB DDR3,32,1 TB (SSD SATA),1000,False,Unmetered @ 1 Gbps,"Budapest, HU",Hungary,HU,138,EUR,170.0,https://valebyte.com/en/servers/intel-xeon-e3-1231-v3-34ghz-4-cores-budapest-hu-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1230 v2 3.3GHz 4 cores,Intel Xeon E3-1230 v2 3.3GHz 4 cores,4,8,,16 GB DDR3,16,2x 500 GB (HDD SATA),1000,False,Unmetered @ 100 Mbps,"Ho Chi Minh City, VN",Vietnam,VN,140,EUR,172.0,https://valebyte.com/en/servers/intel-xeon-e3-1230-v2-33ghz-4-cores-ho-chi-minh-city-vn/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1230 v6 3.5GHz 4 cores,Intel Xeon E3-1230 v6 3.5GHz 4 cores,4,8,,32 GB DDR4,32,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Johannesburg, ZA",South Africa,ZA,140,EUR,172.0,https://valebyte.com/en/servers/intel-xeon-e3-1230-v6-35ghz-4-cores-johannesburg-za-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1230 v2 3.3GHz 4 cores,Intel Xeon E3-1230 v2 3.3GHz 4 cores,4,8,,16 GB DDR3,16,2x 500 GB (HDD SATA),1000,False,Unmetered @ 100 Mbps,"Hanoi, VN",Vietnam,VN,140,EUR,172.0,https://valebyte.com/en/servers/intel-xeon-e3-1230-v2-33ghz-4-cores-hanoi-vn/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
E-2234,E-2234,,8,,32GB,32,250 GB (SSD),250,False,5TB @ 1 Gbps,"Taipei, TW",Taiwan,TW,173,USD,173.0,https://valebyte.com/en/servers/e-2234-taipei-tw/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2456 3.3GHz 6 cores,Intel Xeon E-2456 3.3GHz 6 cores,6,12,,16 GB DDR5,16,240 GB (SSD SATA),240,False,5 TB @ 1 Gbps,"Copenhagen, DK",Denmark,DK,142,EUR,175.0,https://valebyte.com/en/servers/intel-xeon-e-2456-33ghz-6-cores-copenhagen-dk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 5800X 3.8GHz 8 cores,AMD Ryzen 7 5800X 3.8GHz 8 cores,8,16,,64 GB DDR4,64,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 1 Gbps,"Lille, FR",France,FR,142,EUR,175.0,https://valebyte.com/en/servers/amd-ryzen-7-5800x-38ghz-8-cores-lille-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2234 3.6GHz 4 cores,Intel Xeon E-2234 3.6GHz 4 cores,4,8,,8 GB DDR4,8,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Helsinki, FI",Finland,FI,143,EUR,176.0,https://valebyte.com/en/servers/intel-xeon-e-2234-36ghz-4-cores-helsinki-fi/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 7700,AMD Ryzen 7 7700,,,,128 GB DDR5,128,4x 1.0 TB (NVMe),2000,True,Unmetered @ 1 Gbps,"Falkenstein, Germany",Germany,DE,143,EUR,176.0,https://valebyte.com/en/servers/amd-ryzen-7-7700-falkenstein-germany-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 3700X 3.6GHz 8 cores,AMD Ryzen 7 3700X 3.6GHz 8 cores,8,16,,64 GB DDR4,64,2x 1 TB (SSD NVMe),2000,True,Unmetered @ 1 Gbps,"Tirana, AL",Albania,AL,143,EUR,176.0,https://valebyte.com/en/servers/amd-ryzen-7-3700x-36ghz-8-cores-tirana-al-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1230 v5 3GHz 4 cores,Intel Xeon E3-1230 v5 3GHz 4 cores,4,8,,32 GB DDR4,32,1 TB (HDD SATA),1000,False,20 TB @ 1 Gbps,"Luxembourg, LU",Luxembourg,LU,143,EUR,176.0,https://valebyte.com/en/servers/intel-xeon-e3-1230-v5-3ghz-4-cores-luxembourg-lu/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Core i7-9700 3GHz 8 cores,Intel Core i7-9700 3GHz 8 cores,8,16,,32 GB DDR4,32,480 GB (SSD NVMe),480,True,Unmetered @ 1 Gbps,"Lisbon, PT",Portugal,PT,143,EUR,176.0,https://valebyte.com/en/servers/intel-core-i7-9700-3ghz-8-cores-lisbon-pt/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4245P 3.9GHz 6 cores,AMD EPYC 4245P 3.9GHz 6 cores,6,12,,32 GB DDR5,32,2x 2 TB (SSD NVMe),4000,True,50 TB @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,144,EUR,177.0,https://valebyte.com/en/servers/amd-epyc-4245p-39ghz-6-cores-amsterdam-nl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2630L v4 1.8GHz 10 cores,Intel Xeon E5-2630L v4 1.8GHz 10 cores,10,20,,64 GB DDR4,64,4x 500 GB (SSD SATA),2000,False,50 TB @ 1 Gbps,"Helsinki, FI",Finland,FI,144,EUR,177.0,https://valebyte.com/en/servers/intel-xeon-e5-2630l-v4-18ghz-10-cores-helsinki-fi/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 5800X 3.8GHz 8 cores,AMD Ryzen 7 5800X 3.8GHz 8 cores,8,16,,64 GB DDR4,64,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 1 Gbps,"London, UK",UK,UK,144,EUR,177.0,https://valebyte.com/en/servers/amd-ryzen-7-5800x-38ghz-8-cores-london-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2246G 3.60GHz 6 cores,Intel Xeon E-2246G 3.60GHz 6 cores,6,12,14018,64 GB DDR4,64,2 x 960 GB (NVMe SSD),1920,True,Unmetered @ 750 Mbps,"Amsterdam, NL",Netherlands,NL,144,EUR,177.0,https://valebyte.com/en/servers/intel-xeon-e-2246g-3-60ghz-6-64gb-1920gb-amsterdam-nl-f9920b/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2246G 3.60GHz 6 cores,Intel Xeon E-2246G 3.60GHz 6 cores,6,12,14018,64 GB DDR4,64,2 x 960 GB (NVMe SSD),1920,True,Unmetered @ 750 Mbps,"Paris, FR",France,FR,144,EUR,177.0,https://valebyte.com/en/servers/intel-xeon-e-2246g-3-60ghz-6-64gb-1920gb-paris-fr-917fdd/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 5800X 3.8GHz 8 cores,AMD Ryzen 7 5800X 3.8GHz 8 cores,8,16,,64 GB DDR4,64,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,144,EUR,177.0,https://valebyte.com/en/servers/amd-ryzen-7-5800x-38ghz-8-cores-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 5800X 3.8GHz 8 cores,AMD Ryzen 7 5800X 3.8GHz 8 cores,8,16,,64 GB DDR4,64,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 1 Gbps,"Frankfurt, DE",Germany,DE,144,EUR,177.0,https://valebyte.com/en/servers/amd-ryzen-7-5800x-38ghz-8-cores-frankfurt-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1270 v6 3.8GHz 4 cores,Intel Xeon E3-1270 v6 3.8GHz 4 cores,4,8,,32 GB DDR4,32,4x 1 TB (SSD SATA),4000,False,100 TB @ 1 Gbps,"Helsinki, FI",Finland,FI,144,EUR,177.0,https://valebyte.com/en/servers/intel-xeon-e3-1270-v6-38ghz-4-cores-helsinki-fi/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 5900X 3.7GHz 12 cores,AMD Ryzen 9 5900X 3.7GHz 12 cores,12,24,,32 GB DDR4,32,2x 500 GB (SSD NVMe),1000,True,Unmetered @ 1 Gbps,"Frankfurt, DE",Germany,DE,144,EUR,177.0,https://valebyte.com/en/servers/amd-ryzen-9-5900x-37ghz-12-cores-frankfurt-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2630L v2 2.4GHz 6 cores,[Dual] Intel Xeon E5-2630L v2 2.4GHz 6 cores,6,12,,64 GB DDR3,64,2x 1 TB (HDD SATA),2000,False,30 TB @ 1 Gbps,"Chisinau, MD",Moldova,MD,144,EUR,177.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2630l-v2-24ghz-6-cores-chisinau-md/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2697 v4 2.3GHz 18 cores,[Dual] Intel Xeon E5-2697 v4 2.3GHz 18 cores,18,36,,128 GB DDR4,128,2x 2 TB (SSD NVMe),4000,True,Unmetered @ 1 Gbps,"Montreal, CA",Canada,CA,145,EUR,178.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2697-v4-23ghz-18-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1270 v5 3.6GHz 4 cores,Intel Xeon E3-1270 v5 3.6GHz 4 cores,4,8,,32 GB DDR4,32,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Johannesburg, ZA",South Africa,ZA,145,EUR,178.0,https://valebyte.com/en/servers/intel-xeon-e3-1270-v5-36ghz-4-cores-johannesburg-za/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1230 v6 3.5GHz 4 cores,Intel Xeon E3-1230 v6 3.5GHz 4 cores,4,8,,32 GB DDR4,32,1 TB (HDD SATA),1000,False,10 TB @ 1 Gbps,"Sydney, AU",Australia,AU,145,EUR,178.0,https://valebyte.com/en/servers/intel-xeon-e3-1230-v6-35ghz-4-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Dual E5-2620 v4,Dual E5-2620 v4,,32,,32GB,32,1 TB (HDD),1000,False,Unmetered @ 1 Gbps,"Dallas, US",United States,US,179,USD,179.0,https://valebyte.com/en/servers/dual-e5-2620-v4-dallas-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Special 128 GB,Intel Special,,,,128 GB,128,,,False,1 Gbps Unmetered,"New York, US",United States,US,179,USD,179.0,https://valebyte.com/en/servers/intel-special-128-gb-new-york-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4214R 2.4GHz 12 cores,Intel Xeon Silver 4214R 2.4GHz 12 cores,12,24,,96 GB DDR4 ECC,96,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 2 Gbps,"London, GB",London,,146,EUR,180.0,https://valebyte.com/en/servers/intel-xeon-silver-4214r-24ghz-12-cores-london-gb/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4244P 3.8GHz 6 cores,AMD EPYC 4244P 3.8GHz 6 cores,6,12,,64 GB DDR5 ECC,64,2x 960 GB + 2x 3.84 TB (NVME Hybrid SoftRAID),9600,True,Unmetered @ 500 Mbps,"Mumbai, IN",India,IN,146,EUR,180.0,https://valebyte.com/en/servers/amd-epyc-4244p-38ghz-6-cores-mumbai-in-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4214R 2.4GHz 12 cores,Intel Xeon Silver 4214R 2.4GHz 12 cores,12,24,,96 GB DDR4 ECC,96,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 2 Gbps,"Warsaw, PL",Poland,PL,146,EUR,180.0,https://valebyte.com/en/servers/intel-xeon-silver-4214r-24ghz-12-cores-warsaw-pl-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4214R 2.4GHz 12 cores,Intel Xeon Silver 4214R 2.4GHz 12 cores,12,24,,96 GB DDR4 ECC,96,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 2 Gbps,"Beauharnois, CA",Canada,CA,146,EUR,180.0,https://valebyte.com/en/servers/intel-xeon-silver-4214r-24ghz-12-cores-beauharnois-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4214R 2.4GHz 12 cores,Intel Xeon Silver 4214R 2.4GHz 12 cores,12,24,,96 GB DDR4 ECC,96,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 2 Gbps,"Frankfurt, DE",Germany,DE,146,EUR,180.0,https://valebyte.com/en/servers/intel-xeon-silver-4214r-24ghz-12-cores-frankfurt-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4214R 2.4GHz 12 cores,Intel Xeon Silver 4214R 2.4GHz 12 cores,12,24,,96 GB DDR4 ECC,96,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 2 Gbps,"Roubaix, FR",France,FR,146,EUR,180.0,https://valebyte.com/en/servers/intel-xeon-silver-4214r-24ghz-12-cores-roubaix-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD RYZEN 9 9900X 4.4GHz 12 cores,AMD RYZEN 9 9900X 4.4GHz 12 cores,12,24,,64 GB DDR5 ECC,64,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Roubaix, FR",France,FR,146,EUR,180.0,https://valebyte.com/en/servers/amd-ryzen-9-9900x-44ghz-12-cores-roubaix-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD RYZEN 9 9900X 4.4GHz 12 cores,AMD RYZEN 9 9900X 4.4GHz 12 cores,12,24,,64 GB DDR5 ECC,64,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Beauharnois, CA",Canada,CA,146,EUR,180.0,https://valebyte.com/en/servers/amd-ryzen-9-9900x-44ghz-12-cores-beauharnois-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD RYZEN 9 9900X 4.4GHz 12 cores,AMD RYZEN 9 9900X 4.4GHz 12 cores,12,24,,64 GB DDR5 ECC,64,2x 512 GB (NVME SoftRAID),1024,True,Unmetered @ 1 Gbps,"Gravelines, FR",France,FR,146,EUR,180.0,https://valebyte.com/en/servers/amd-ryzen-9-9900x-44ghz-12-cores-gravelines-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4244P 3.8GHz 6 cores,AMD EPYC 4244P 3.8GHz 6 cores,6,12,,32 GB DDR5 ECC,32,4x 3.84 TB (NVME SoftRAID),15360,True,Unmetered @ 500 Mbps,"Sydney, AU",Australia,AU,146,EUR,180.0,https://valebyte.com/en/servers/amd-epyc-4244p-38ghz-6-cores-sydney-au-3/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4244P 3.8GHz 6 cores,AMD EPYC 4244P 3.8GHz 6 cores,6,12,,32 GB DDR5 ECC,32,2x 960 GB + 2x 3.84 TB (NVME Hybrid SoftRAID),9600,True,Unmetered @ 500 Mbps,"Singapore, SG",Singapore,SG,146,EUR,180.0,https://valebyte.com/en/servers/amd-epyc-4244p-38ghz-6-cores-singapore-sg-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1270 v6 3.8GHz 4 cores,Intel Xeon E3-1270 v6 3.8GHz 4 cores,4,8,,16 GB DDR4,16,2 TB (HDD SATA),2000,False,5 TB @ 1 Gbps,"Helsinki, FI",Finland,FI,148,EUR,182.0,https://valebyte.com/en/servers/intel-xeon-e3-1270-v6-38ghz-4-cores-helsinki-fi-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2643 v4 3.4GHz 6 cores,Intel Xeon E5-2643 v4 3.4GHz 6 cores,6,12,,16 GB DDR4,16,2x 240 GB (SSD SATA),480,False,Unmetered @ 1 Gbps,"Nottingham, UK",UK,UK,150,EUR,185.0,https://valebyte.com/en/servers/intel-xeon-e5-2643-v4-34ghz-6-cores-nottingham-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2643 v4 3.4GHz 6 cores,Intel Xeon E5-2643 v4 3.4GHz 6 cores,6,12,,16 GB DDR4,16,2x 240 GB (SSD SATA),480,False,Unmetered @ 1 Gbps,"Manchester, UK",UK,UK,150,EUR,185.0,https://valebyte.com/en/servers/intel-xeon-e5-2643-v4-34ghz-6-cores-manchester-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 5900X 3.7GHz 12 cores,AMD Ryzen 9 5900X 3.7GHz 12 cores,12,24,,32 GB DDR4,32,2x 500 GB (SSD NVMe),1000,True,Unmetered @ 1 Gbps,"London, UK",UK,UK,150,EUR,185.0,https://valebyte.com/en/servers/amd-ryzen-9-5900x-37ghz-12-cores-london-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
